id,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera
1483,2016/4/23,shot,,21,M,B,Fort Pierce,FL,FALSE,attack,Car,FALSE
1486,2016/4/23,shot,gun,24,M,W,Chandler,AZ,TRUE,attack,Not fleeing,FALSE
1487,2016/4/23,shot,gun,18,M,W,Antigo,WI,FALSE,attack,Not fleeing,FALSE
1488,2016/4/23,shot,gun,30,M,W,Norfolk,VA,TRUE,attack,Not fleeing,FALSE
1527,2016/4/23,shot and Tasered,,33,M,B,Fayetteville,AR,FALSE,other,Car,TRUE
1489,2016/4/25,shot,gun,60,F,W,East Flat Rock,NC,TRUE,attack,Not fleeing,FALSE
1490,2016/4/26,shot,gun,28,M,W,Lakewood,CO,FALSE,attack,Foot,FALSE
1491,2016/4/26,shot,gun,26,M,B,Chesapeake,VA,TRUE,attack,Not fleeing,TRUE
1492,2016/4/26,shot,gun,24,F,W,Albuquerque,NM,TRUE,attack,Car,FALSE
1493,2016/4/26,shot,gun,44,M,W,Kingsbury,TX,FALSE,other,Other,FALSE
1494,2016/4/27,shot,machete,34,M,A,Atlanta,GA,FALSE,other,Not fleeing,FALSE
1495,2016/4/27,shot,gun,21,M,W,Westminster,CO,FALSE,attack,Not fleeing,FALSE
1840,2016/4/27,shot,gun,36,M,W,Milcreek,UT,FALSE,attack,Not fleeing,FALSE
1498,2016/4/28,shot,knife,37,M,B,Miami,FL,FALSE,attack,Not fleeing,FALSE
1499,2016/4/28,shot,gun,53,M,W,Boise,ID,TRUE,attack,Not fleeing,TRUE
1501,2016/4/28,shot,,24,M,B,Houston,TX,FALSE,other,Car,FALSE
1500,2016/4/28,shot and Tasered,knife,45,M,W,Spokane,WA,TRUE,other,Not fleeing,TRUE
1506,2016/4/29,shot,,48,M,W,Jackson,MO,FALSE,attack,Car,FALSE
1504,2016/4/30,shot,knife,42,M,W,Wausau,WI,FALSE,other,Not fleeing,FALSE
1505,2016/4/30,shot,knife,33,M,W,Spanish Fork,UT,FALSE,other,Foot,FALSE
1507,2016/4/30,shot,,55,M,W,Florence,AZ,FALSE,attack,Car,FALSE
1508,2016/4/30,shot,knife,28,M,A,Los Angeles,CA,FALSE,other,Not fleeing,TRUE
1502,2016/5/1,shot,toy weapon,25,M,B,Orlando,FL,FALSE,attack,Not fleeing,FALSE
1503,2016/5/1,shot,gun,28,M,W,Alamo,TN,TRUE,other,Not fleeing,FALSE
1842,2016/5/2,shot,gun,52,M,B,Greenville,SC,FALSE,attack,Not fleeing,FALSE
1510,2016/5/3,shot,knife,59,M,W,Visalia,CA,FALSE,other,Not fleeing,FALSE
1509,2016/5/4,shot,,52,M,W,Philadelphia,PA,FALSE,other,Not fleeing,FALSE
1511,2016/5/4,shot,gun,39,M,W,Burien,WA,FALSE,attack,Car,FALSE
1512,2016/5/4,shot,knife,18,M,,Temecula,CA,FALSE,other,Not fleeing,FALSE
1513,2016/5/4,shot,undetermined,40,M,W,Buffalo,MO,FALSE,attack,Not fleeing,FALSE
1516,2016/5/5,shot,,36,M,W,Gretna,LA,FALSE,attack,Car,FALSE
1517,2016/5/5,shot,gun,38,M,B,Milwaukee,WI,FALSE,attack,Foot,TRUE
1518,2016/5/5,shot,gun,26,F,B,Orlando,FL,FALSE,attack,Not fleeing,FALSE
1519,2016/5/6,shot,gun,,M,B,Weirton,WV,TRUE,other,Not fleeing,FALSE
1523,2016/5/7,shot,gun,29,M,W,Lake Stevens,WA,TRUE,other,Not fleeing,FALSE
1525,2016/5/7,shot,gun,37,M,B,St. Petersburg,FL,FALSE,attack,Other,FALSE
1529,2016/5/7,shot and Tasered,knife,29,M,O,Presque Isle,ME,FALSE,other,Not fleeing,FALSE
1522,2016/5/8,shot,toy weapon,21,M,B,Long Beach,CA,FALSE,other,Not fleeing,FALSE
1520,2016/5/9,shot,gun,33,M,B,St. Paul,MN,FALSE,attack,Not fleeing,FALSE
1524,2016/5/9,shot,unarmed,23,M,W,St. Martin,MS,FALSE,attack,Not fleeing,FALSE
1526,2016/5/9,shot,gun,26,M,W,Chicago,IL,FALSE,other,Foot,FALSE
1528,2016/5/9,shot,gun,59,M,,Hog Valley,FL,FALSE,attack,Not fleeing,FALSE
1531,2016/5/9,shot,gun,29,M,W,Nacogdoches,TX,TRUE,attack,Other,FALSE
1844,2016/5/9,shot,toy weapon,33,M,B,El Paso,TX,FALSE,other,Not fleeing,FALSE
1532,2016/5/10,shot,knife,28,M,B,Taunton,MA,TRUE,attack,Not fleeing,FALSE
1530,2016/5/11,shot,gun,35,M,W,Aurora,CO,FALSE,attack,Car,FALSE
1533,2016/5/11,shot,,33,M,A,San Diego,CA,FALSE,other,Car,TRUE
1534,2016/5/11,shot,gun,24,M,B,Greeley,CO,FALSE,attack,Car,FALSE
1535,2016/5/11,shot,gun,,M,W,Byng,OK,TRUE,attack,Car,FALSE
1539,2016/5/13,shot,gun,28,M,H,Boyle Heights,CA,FALSE,attack,Not fleeing,TRUE
1536,2016/5/14,shot,knife,19,M,W,Jacksonsville,FL,TRUE,other,Not fleeing,FALSE
1537,2016/5/14,shot,gun,43,M,N,Phoenix,AZ,FALSE,attack,Not fleeing,TRUE
1538,2016/5/14,shot,gun,59,M,W,Osteen,FL,FALSE,attack,Not fleeing,FALSE
1540,2016/5/14,shot and Tasered,gun,34,M,W,Stockbridge,GA,TRUE,other,Not fleeing,FALSE
1541,2016/5/15,shot,gun,35,M,W,Shawnee National Forest,IL,FALSE,attack,Foot,FALSE
1542,2016/5/16,shot,gun,23,M,B,Riverdale,GA,FALSE,attack,Foot,FALSE
1544,2016/5/17,shot,ax,36,M,W,Siskiyou County,CA,TRUE,other,Not fleeing,FALSE
1543,2016/5/18,shot,knife,46,M,W,New York,NY,TRUE,other,Not fleeing,FALSE
1545,2016/5/18,shot,gun,44,M,W,Sullivan,MO,FALSE,attack,Other,FALSE
1546,2016/5/18,shot,gun,20,M,H,Phoenix,AZ,FALSE,attack,Not fleeing,FALSE
1547,2016/5/19,shot,unarmed,30,M,H,Las Vegas,NV,FALSE,attack,Not fleeing,FALSE
1548,2016/5/19,shot,unarmed,29,F,B,San Francisco,CA,FALSE,other,Car,FALSE
1549,2016/5/19,shot,knife,35,M,H,Citrus Heights,CA,FALSE,other,Not fleeing,TRUE
1550,2016/5/19,shot,gun,36,M,W,Fisty,KY,FALSE,attack,Not fleeing,FALSE
1551,2016/5/19,shot,gun,22,M,B,Miami,FL,FALSE,other,Not fleeing,FALSE
1559,2016/5/20,shot,knife,31,M,B,Omaha,NE,FALSE,other,Foot,TRUE
1552,2016/5/21,shot,gun,63,M,W,Chesterfield County,SC,FALSE,attack,Not fleeing,FALSE
1553,2016/5/21,shot,unarmed,38,M,W,Oregon City,OR,TRUE,attack,Not fleeing,FALSE
1556,2016/5/21,shot,gun,31,M,N,Flagstaff,AZ,TRUE,attack,Not fleeing,TRUE
1554,2016/5/22,shot,unarmed,27,M,B,Hallandale Beach,FL,FALSE,other,Car,TRUE
1555,2016/5/22,shot,gun,35,M,H,Oxford,MA,FALSE,attack,Not fleeing,FALSE
1562,2016/5/22,shot,unarmed,22,M,B,Jacksonville,FL,FALSE,other,Car,FALSE
1563,2016/5/22,shot,gun,28,M,W,Boulder,CO,TRUE,attack,Not fleeing,FALSE
1560,2016/5/23,shot,gun,26,M,N,Flagstaff,AZ,FALSE,attack,Foot,TRUE
1561,2016/5/24,shot,knife,22,M,W,Gresham,OR,FALSE,other,Not fleeing,FALSE
1564,2016/5/24,shot,Taser,57,M,,Harrisonville,MO,FALSE,other,Car,FALSE
1567,2016/5/24,shot,gun,31,M,H,Albuquerque,NM,FALSE,attack,Not fleeing,FALSE
1565,2016/5/25,shot,knife,43,M,W,Oklahoma City,OK,TRUE,other,Not fleeing,FALSE
1566,2016/5/25,shot,,24,M,B,Miami Gardens,FL,FALSE,other,Car,FALSE
1568,2016/5/26,shot,gun,29,M,W,St. Paul,MN,FALSE,attack,Not fleeing,FALSE
1569,2016/5/26,shot,gun,43,M,W,Lansing,IL,FALSE,attack,Foot,FALSE
1570,2016/5/26,shot,gun,,M,,San Antonio,TX,FALSE,other,Not fleeing,FALSE
1571,2016/5/26,shot,undetermined,21,M,B,Washington Park,IL,FALSE,undetermined,Foot,FALSE
1572,2016/5/26,shot,gun,19,M,H,Solvang,CA,FALSE,attack,Car,FALSE
1581,2016/5/26,shot,knife,,F,,Sneads,FL,FALSE,other,Not fleeing,FALSE
1583,2016/5/26,shot,gun,25,M,H,Socorro,NM,FALSE,attack,Car,FALSE
1580,2016/5/27,shot,gun,59,M,W,Indianapolis,IN,FALSE,attack,Not fleeing,FALSE
1576,2016/5/28,shot,gun,50,M,B,Eastaboga,AL,FALSE,attack,Not fleeing,FALSE
1582,2016/5/28,shot,gun,58,M,W,Albuquerque,NM,FALSE,attack,Not fleeing,TRUE
1573,2016/5/29,shot,gun,25,M,H,Houston,TX,TRUE,attack,Not fleeing,FALSE
1577,2016/5/29,shot,knife,32,M,W,Deland,FL,FALSE,other,Not fleeing,FALSE
1578,2016/5/29,shot,gun,53,M,W,Clinton,NC,FALSE,attack,Not fleeing,TRUE
1579,2016/5/29,shot and Tasered,unarmed,38,M,W,Stoneville,NC,FALSE,other,Car,FALSE
1574,2016/5/30,shot,gun,70,M,W,Tualatin,OR,FALSE,attack,Not fleeing,FALSE
1575,2016/5/30,shot,gun,33,M,B,Tucson,AZ,FALSE,attack,Not fleeing,FALSE
1585,2016/5/31,shot,knife,36,M,W,Bend,OR,FALSE,other,Not fleeing,FALSE
1584,2016/6/1,shot,gun,,M,,Phoenix,AZ,FALSE,attack,Not fleeing,FALSE
1586,2016/6/1,shot,gun,21,M,B,Newnan,GA,FALSE,attack,Foot,TRUE
1587,2016/6/1,shot,gun,51,M,W,Berea,KY,FALSE,attack,Foot,FALSE
1588,2016/6/2,shot,knife,43,M,B,Norfolk,VA,TRUE,other,Not fleeing,TRUE
1589,2016/6/2,shot,gun,18,M,B,Charlotte,NC,FALSE,other,Not fleeing,TRUE
1590,2016/6/3,shot,knife,33,M,W,Wasilla,AK,FALSE,other,Not fleeing,FALSE
1591,2016/6/3,shot,knife,34,M,N,Parker,AZ,FALSE,other,Not fleeing,FALSE
1592,2016/6/4,shot,undetermined,31,M,,Yreka,CA,FALSE,attack,Not fleeing,FALSE
1594,2016/6/4,shot,gun,35,M,B,Eufaula,AL,FALSE,attack,Other,TRUE
1598,2016/6/4,shot,knife,31,M,W,Muncie,IN,TRUE,other,Not fleeing,TRUE
1593,2016/6/5,shot,gun,31,M,W,Cape Coral,FL,FALSE,other,Car,FALSE
1595,2016/6/6,shot,gun,23,M,B,Columbus,OH,FALSE,attack,Not fleeing,FALSE
1597,2016/6/6,shot,knife,25,M,O,Hilo,HI,FALSE,other,Not fleeing,FALSE
1596,2016/6/7,shot,unarmed,25,M,W,Wagoner,OK,FALSE,other,Car,TRUE
1599,2016/6/7,shot,,21,M,H,Turlock,CA,FALSE,other,Not fleeing,FALSE
1601,2016/6/7,shot,gun,49,M,B,Norman,VA,FALSE,other,Not fleeing,FALSE
1604,2016/6/7,shot,gun,63,M,W,Stockbridge,GA,FALSE,attack,Not fleeing,FALSE
1602,2016/6/8,shot,gun,43,M,H,Kansas City,MO,FALSE,attack,Not fleeing,FALSE
1603,2016/6/9,shot,gun,34,M,W,Birmingham,AL,FALSE,attack,Car,FALSE
1605,2016/6/9,shot,gun,38,M,W,York,PA,FALSE,attack,,FALSE
1606,2016/6/9,shot,gun,52,M,B,Port Arthur,TX,FALSE,other,Foot,FALSE
1607,2016/6/9,shot,gun,68,M,W,Ishpeming Township,MI,TRUE,attack,Not fleeing,TRUE
1615,2016/6/9,shot,baton,,M,,Somerton,AZ,FALSE,attack,Not fleeing,FALSE
1611,2016/6/10,shot,baseball bat,29,M,W,Iredell County,NC,FALSE,other,Not fleeing,FALSE
1613,2016/6/10,shot,gun,32,M,H,Pueblo,CO,FALSE,attack,Foot,FALSE
1614,2016/6/10,shot,gun,50,M,H,Yakima,WA,FALSE,attack,Not fleeing,TRUE
1838,2016/6/10,shot,gun,31,M,B,Los Angeles,CA,FALSE,attack,Not fleeing,FALSE
1612,2016/6/11,shot,gun,27,M,B,Tupelo,MS,FALSE,attack,Car,FALSE
1616,2016/6/11,shot,spear,31,M,H,Maywood,CA,FALSE,other,Not fleeing,FALSE
1608,2016/6/12,shot,gun,29,M,O,Orlando,FL,TRUE,attack,Not fleeing,TRUE
1609,2016/6/12,shot,knife,23,M,W,Eagle Mountain,UT,TRUE,other,Not fleeing,FALSE
1617,2016/6/12,shot,gun,61,M,B,Hiseville,KY,FALSE,attack,Car,FALSE
1619,2016/6/13,shot,gun,33,M,W,Schenectady,NY,FALSE,attack,Not fleeing,FALSE
1620,2016/6/13,shot,gun,18,M,B,Mobile,AL,FALSE,other,Not fleeing,FALSE
1621,2016/6/13,shot,gun,80,M,H,Tiverton,RI,FALSE,attack,Car,FALSE
1623,2016/6/13,shot,undetermined,43,M,W,Vancouver,WA,FALSE,undetermined,Car,FALSE
1618,2016/6/14,shot,,50,M,H,Boise,ID,FALSE,other,Car,TRUE
1622,2016/6/14,shot,gun,47,M,W,Odessa,MO,FALSE,attack,Not fleeing,FALSE
1624,2016/6/14,shot,gun,54,M,O,Amarillo,TX,FALSE,attack,Not fleeing,FALSE
1625,2016/6/14,shot,undetermined,22,M,H,Chula Vista,CA,FALSE,attack,Not fleeing,FALSE
1626,2016/6/15,shot,,43,M,W,Tulsa,OK,FALSE,attack,Car,FALSE
1627,2016/6/15,shot,gun,38,M,W,Pembine,WI,TRUE,attack,Car,FALSE
1628,2016/6/16,shot,gun,36,M,W,Butte,MT,FALSE,attack,Not fleeing,TRUE
1629,2016/6/16,shot,,30,M,H,Westminster,CO,FALSE,attack,Car,FALSE
1630,2016/6/16,shot,gun,59,M,W,Montpelier,OH,TRUE,other,Not fleeing,FALSE
1837,2016/6/16,shot,gun,21,M,H,Albuquerque,NM,FALSE,attack,Car,FALSE
1633,2016/6/18,shot,toy weapon,34,M,W,Huntsville,AL,FALSE,attack,Not fleeing,TRUE
1634,2016/6/18,shot,,17,M,W,Carmichael,CA,FALSE,other,Car,FALSE
1637,2016/6/18,shot,unarmed,37,M,B,Tupelo,MS,FALSE,attack,Foot,FALSE
1631,2016/6/19,shot,gun,25,M,B,New York,NY,FALSE,attack,Not fleeing,FALSE
1635,2016/6/19,shot,gun,30,M,,Fort Walton Beach,FL,FALSE,other,Not fleeing,FALSE
1632,2016/6/20,shot,gun,23,M,B,Hardeeville,SC,FALSE,attack,Not fleeing,FALSE
1638,2016/6/20,shot and Tasered,knife,20,M,W,Lake Havasu City,AZ,FALSE,other,Not fleeing,TRUE
1640,2016/6/21,shot,toy weapon,19,M,W,Peterborough,NH,TRUE,attack,Car,FALSE
1642,2016/6/21,shot,gun,50,M,W,Casper,WY,TRUE,attack,Not fleeing,FALSE
1643,2016/6/21,shot,chair,24,M,H,Lawndale,NC,TRUE,attack,Not fleeing,FALSE
1641,2016/6/22,shot,gun,25,M,W,Colorado Springs,CO,FALSE,attack,Not fleeing,FALSE
1644,2016/6/22,shot,,20,M,B,Birmingham,AL,FALSE,attack,Car,FALSE
1645,2016/6/22,shot,knife,37,M,W,Wellington,FL,FALSE,other,Not fleeing,FALSE
1646,2016/6/22,shot,gun,44,M,B,Walls,MS,FALSE,attack,Foot,FALSE
1647,2016/6/22,shot,unarmed,22,M,B,Atlanta,GA,FALSE,undetermined,Other,FALSE
1651,2016/6/22,shot,gun,31,M,W,Bellville,TX,FALSE,attack,Not fleeing,TRUE
1648,2016/6/23,shot,gun,25,M,B,Wauwatosa,WI,FALSE,other,Not fleeing,TRUE
1649,2016/6/23,shot,gun,,M,B,Belleville,IL,FALSE,attack,Foot,FALSE
1662,2016/6/23,shot,gun,29,M,,Hanover,NM,FALSE,undetermined,Not fleeing,FALSE
1650,2016/6/24,shot,gun,36,M,B,Paterson,NJ,FALSE,attack,Not fleeing,FALSE
1657,2016/6/24,shot,gun,50,M,W,Farmington,AR,FALSE,attack,Not fleeing,FALSE
1658,2016/6/24,shot,gun,42,F,W,Fulshear,TX,TRUE,attack,Not fleeing,FALSE
1660,2016/6/24,shot,gun,42,M,H,Oklahoma City,OK,TRUE,other,Other,FALSE
1728,2016/6/24,shot,gun,26,M,H,Riverview,FL,FALSE,attack,Not fleeing,FALSE
1653,2016/6/25,shot,unarmed,19,M,W,Fresno,CA,TRUE,other,Car,TRUE
1654,2016/6/25,shot,gun,59,M,W,Pinellas Park,FL,FALSE,attack,Not fleeing,FALSE
1664,2016/6/25,shot,gun,,M,,Buckeye,AZ,FALSE,attack,Not fleeing,TRUE
1661,2016/6/25,shot and Tasered,unarmed,36,M,H,Gainesville,GA,FALSE,attack,Other,FALSE
1655,2016/6/26,shot,baseball bat,51,M,W,Columbia Township,MI,TRUE,attack,Not fleeing,FALSE
1656,2016/6/26,shot,knife,27,M,H,Thomaston,CT,FALSE,other,Not fleeing,FALSE
1659,2016/6/26,shot,gun,22,M,B,Lincoln,NE,FALSE,attack,Foot,FALSE
1663,2016/6/26,shot,gun,30,M,B,Dolton,IL,FALSE,attack,Not fleeing,FALSE
1665,2016/6/27,shot,toy weapon,28,M,W,Boone,IA,TRUE,attack,Not fleeing,FALSE
1666,2016/6/27,shot,toy weapon,63,M,B,Washington,DC,TRUE,attack,Not fleeing,TRUE
1667,2016/6/27,shot,gun,32,M,W,Cochran,GA,FALSE,attack,Not fleeing,FALSE
1668,2016/6/27,shot,gun,26,M,W,Laguna Pueblo,NM,FALSE,attack,Not fleeing,FALSE
1669,2016/6/27,shot,toy weapon,25,M,W,Frederica,DE,FALSE,other,Car,FALSE
1670,2016/6/28,shot,knife,27,M,A,Long Beach,CA,FALSE,other,Foot,FALSE
1671,2016/6/28,shot,knife,61,M,A,Honolulu,HI,FALSE,attack,Not fleeing,FALSE
1672,2016/6/29,shot,undetermined,30,M,W,Barbourville,KY,FALSE,attack,Not fleeing,FALSE
1673,2016/6/29,shot,gun,,M,B,Ouachita Parish,LA,FALSE,attack,Not fleeing,FALSE
1674,2016/6/29,shot,gun,37,M,B,Fort Madison,IA,FALSE,attack,Foot,FALSE
1675,2016/6/29,shot,pitchfork,41,M,W,Madison,WI,TRUE,other,Not fleeing,FALSE
1676,2016/6/30,shot,gun,25,M,B,Columbus,OH,FALSE,undetermined,,FALSE
1677,2016/6/30,shot,gun,24,M,W,Park County,CO,FALSE,attack,Not fleeing,FALSE
1678,2016/6/30,shot,undetermined,44,M,H,Douglas,WY,FALSE,undetermined,Not fleeing,FALSE
1686,2016/7/1,shot,gun,63,M,W,Landrum,SC,FALSE,attack,Not fleeing,TRUE
1688,2016/7/1,shot,knife,58,M,W,Jackson,WI,FALSE,other,Not fleeing,FALSE
1687,2016/7/1,shot and Tasered,gun,30,M,W,Cartersville,GA,FALSE,attack,Not fleeing,FALSE
1682,2016/7/2,shot,gun,35,M,B,Asheville,NC,FALSE,other,Car,FALSE
1689,2016/7/2,shot,gun,50,M,W,Bristol,TN,FALSE,attack,Not fleeing,FALSE
1684,2016/7/3,shot,knife,40,M,W,New Iberia,LA,TRUE,other,Not fleeing,FALSE
1690,2016/7/3,shot,,,M,H,Reno,NV,FALSE,other,Car,FALSE
1691,2016/7/3,shot,,19,M,H,Fullerton,CA,FALSE,other,Car,FALSE
1679,2016/7/4,shot,gun,34,M,W,North Charleston,SC,FALSE,attack,Not fleeing,TRUE
1681,2016/7/4,shot,gun,18,M,H,San Jose,CA,TRUE,other,Not fleeing,FALSE
1683,2016/7/4,shot,gun,21,M,B,Washington,DC,FALSE,attack,Not fleeing,FALSE
1685,2016/7/4,shot,knife,,M,,Rosser,TX,FALSE,other,Not fleeing,TRUE
1692,2016/7/5,shot,undetermined,29,M,W,Salem,OR,FALSE,undetermined,,FALSE
1693,2016/7/5,shot,undetermined,49,M,W,Temecula,CA,FALSE,other,Car,FALSE
1695,2016/7/5,shot,knife,24,F,H,Yuma,AZ,FALSE,other,Not fleeing,FALSE
1680,2016/7/5,shot and Tasered,undetermined,37,M,B,Baton Rouge,LA,FALSE,undetermined,Not fleeing,TRUE
1694,2016/7/6,shot,gun,32,M,B,Falcon Heights,MN,FALSE,other,Not fleeing,TRUE
1696,2016/7/6,shot,gun,65,M,W,Rush Springs,OK,FALSE,other,Not fleeing,TRUE
1697,2016/7/7,shot,knife,37,M,H,Bell,CA,FALSE,other,Not fleeing,FALSE
1698,2016/7/7,shot,,33,M,W,Clovis,CA,FALSE,other,Car,FALSE
1699,2016/7/7,shot,gun,63,M,B,Selma,AL,FALSE,attack,Not fleeing,TRUE
1700,2016/7/8,shot,knife,30,M,W,Tucson,AZ,TRUE,other,Not fleeing,FALSE
1701,2016/7/9,shot,gun,40,M,B,Broken Bow,OK,FALSE,attack,Car,FALSE
1702,2016/7/10,shot,gun,38,M,B,Houston,TX,FALSE,other,Not fleeing,TRUE
1703,2016/7/11,shot,knife,50,M,B,Sacramento,CA,TRUE,other,Not fleeing,TRUE
1704,2016/7/11,shot,gun,41,M,B,East St. Louis,IL,FALSE,attack,Not fleeing,FALSE
1705,2016/7/11,shot,gun,41,M,H,Romulus,MI,FALSE,attack,Not fleeing,FALSE
1706,2016/7/11,shot,gun,39,M,B,New York,NY,FALSE,attack,Foot,FALSE
1711,2016/7/11,shot,gun,44,M,W,St. Joseph,MI,FALSE,attack,Not fleeing,FALSE
1707,2016/7/12,shot,hatchet,23,M,W,Anchorage,AK,TRUE,attack,Not fleeing,FALSE
1708,2016/7/13,shot,gun,32,M,W,Flagstaff,AZ,FALSE,undetermined,Foot,TRUE
1709,2016/7/13,shot,toy weapon,56,M,W,Middletown,NY,TRUE,other,Not fleeing,FALSE
1710,2016/7/14,shot,gun,33,M,B,Baltimore,MD,FALSE,attack,Not fleeing,FALSE
1713,2016/7/15,shot,gun,63,M,W,Peachland,NC,TRUE,attack,Not fleeing,FALSE
1716,2016/7/16,shot,gun,31,M,W,Lake Asbury,FL,TRUE,attack,Not fleeing,FALSE
1720,2016/7/16,shot,gun,57,M,W,Little Egg Harbor Township,NJ,FALSE,other,Foot,FALSE
1719,2016/7/16,shot and Tasered,gun,26,M,W,San Bernardino,CA,FALSE,attack,Other,FALSE
1712,2016/7/17,shot,gun,39,M,W,Sheboygan,WI,FALSE,other,Not fleeing,FALSE
1717,2016/7/17,shot,gun,42,M,B,New York,NY,FALSE,attack,Not fleeing,FALSE
1718,2016/7/17,shot,gun,29,M,B,Baton Rouge,LA,TRUE,attack,Not fleeing,FALSE
1714,2016/7/17,shot and Tasered,screwdriver,43,M,W,Tulsa,OK,FALSE,attack,Not fleeing,FALSE
1721,2016/7/18,shot,ax,56,M,W,Tulsa,OK,TRUE,other,Not fleeing,FALSE
1722,2016/7/20,shot,knife,31,M,H,Santa Maria,CA,TRUE,other,Not fleeing,FALSE
1723,2016/7/21,shot,gun,50,M,B,Chicago,IL,FALSE,attack,Not fleeing,FALSE
1724,2016/7/21,shot,gun,36,M,O,Hilo,HI,TRUE,attack,Not fleeing,FALSE
1725,2016/7/22,shot,gun,50,M,W,Buckhannon,WV,FALSE,attack,,FALSE
1726,2016/7/23,shot,knife,49,M,B,Milwaukee,WI,FALSE,attack,Not fleeing,TRUE
1727,2016/7/23,shot,gun,31,M,B,Chino,CA,FALSE,attack,Foot,FALSE
1836,2016/7/23,shot,gun,34,M,H,San Antonio,TX,FALSE,attack,Not fleeing,FALSE
1729,2016/7/24,shot,hatchet and gun,36,M,W,Winchester,CA,TRUE,attack,Not fleeing,FALSE
1730,2016/7/24,shot,knife,29,M,N,Gallup,NM,TRUE,other,Not fleeing,FALSE
1731,2016/7/25,shot,gun,32,M,B,Indianapolis,IN,FALSE,attack,Car,FALSE
1732,2016/7/25,shot,gun,18,M,B,Los Angeles,CA,FALSE,attack,Foot,FALSE
1733,2016/7/26,shot,gun,50,M,W,Pine River,WI,FALSE,attack,Car,FALSE
1734,2016/7/26,shot,gun,36,M,H,Artesia,NM,FALSE,other,,FALSE
1735,2016/7/27,shot,gun,17,M,B,Metairie,LA,FALSE,attack,Foot,FALSE
1736,2016/7/27,shot,unarmed,19,M,B,Tempe,AZ,TRUE,attack,Foot,FALSE
1739,2016/7/27,shot,knife,24,M,W,Scottsdale,AZ,FALSE,other,Foot,TRUE
1740,2016/7/27,shot,knife,24,M,H,San Bernardino,CA,TRUE,other,Not fleeing,FALSE
1746,2016/7/27,shot,knife,20,M,W,Malta,MT,FALSE,attack,Not fleeing,FALSE
1835,2016/7/27,shot,knife,33,M,W,Estill Springs,TN,FALSE,other,Foot,TRUE
1737,2016/7/28,shot,undetermined,41,M,H,Sparks,NV,FALSE,undetermined,Not fleeing,FALSE
1741,2016/7/28,shot,undetermined,47,M,B,La Quinta,CA,FALSE,other,Car,FALSE
1742,2016/7/28,shot,,18,M,B,Chicago,IL,FALSE,other,Car,TRUE
1743,2016/7/28,shot,gun,31,M,H,Tucson,AZ,FALSE,attack,Other,FALSE
1744,2016/7/28,shot,unarmed,27,M,B,Compton,CA,FALSE,attack,Other,FALSE
1745,2016/7/28,shot,undetermined,36,M,H,City Terrace,CA,FALSE,other,Car,TRUE
1747,2016/7/29,shot,gun,40,F,W,Homewood,AL,FALSE,attack,Not fleeing,FALSE
1834,2016/7/29,shot,gun,59,M,W,Pleasant Hill,NC,FALSE,attack,Not fleeing,FALSE
1748,2016/7/31,shot,rock,32,M,W,Phelps,KY,FALSE,attack,Foot,FALSE
1749,2016/7/31,shot,undetermined,38,M,H,Wapato,WA,FALSE,undetermined,Not fleeing,FALSE
1752,2016/7/31,shot,knife,18,M,A,Manchester,NJ,TRUE,other,Not fleeing,TRUE
1750,2016/8/1,shot,gun,23,F,B,Randallstown,MD,FALSE,attack,Not fleeing,FALSE
1751,2016/8/1,shot,,43,M,W,Edmund,SC,FALSE,attack,Car,FALSE
1753,2016/8/1,shot,gun,67,M,W,Stafford,VA,FALSE,attack,Not fleeing,FALSE
2148,2016/8/1,shot,undetermined,32,M,,Santa Ana,CA,FALSE,undetermined,Not fleeing,FALSE
1754,2016/8/2,shot,gun,22,M,W,Lake City,SC,FALSE,attack,Car,FALSE
1757,2016/8/2,shot,knife,31,M,W,Alexandria,MN,FALSE,other,Not fleeing,FALSE
1758,2016/8/2,shot,gun,43,M,B,Palm Bay,FL,TRUE,attack,Not fleeing,FALSE
1759,2016/8/2,shot,gun,34,M,W,Hammett,ID,TRUE,attack,Car,FALSE
1760,2016/8/2,shot,undetermined,51,M,W,Castaic,CA,FALSE,other,Foot,FALSE
1755,2016/8/3,shot,gun,31,M,W,Clearfield,UT,FALSE,attack,Foot,FALSE
1756,2016/8/3,shot,knife,54,M,W,Detroit,MI,FALSE,attack,Not fleeing,FALSE
1761,2016/8/3,shot,gun,69,M,W,Scott County,VA,FALSE,other,Car,FALSE
1762,2016/8/5,shot,knife,58,M,W,Aldie,VA,TRUE,other,Not fleeing,FALSE
1767,2016/8/5,shot,gun,26,M,B,East Point,GA,TRUE,attack,Not fleeing,FALSE
1769,2016/8/5,shot,crossbow,31,M,,Santee,CA,TRUE,attack,Not fleeing,FALSE
1770,2016/8/5,shot,gun,59,M,W,Beaver Dam,WI,TRUE,attack,Not fleeing,FALSE
1763,2016/8/7,shot,knife,25,M,B,Cincinnati,OH,TRUE,attack,Not fleeing,FALSE
1764,2016/8/7,shot,knife,20,M,B,Harrisburg,PA,TRUE,other,Not fleeing,FALSE
1766,2016/8/8,shot,knife,57,M,B,Louisville,KY,FALSE,other,Not fleeing,TRUE
1771,2016/8/8,shot,gun,56,M,W,Citrus Heights,CA,FALSE,attack,Not fleeing,FALSE
1773,2016/8/8,shot,gun,64,M,W,Wilkesboro,NC,FALSE,attack,Not fleeing,FALSE
